,Text,Date,Hashtags
1883,Ayrıca bu insanlar yaşlı evden çıkamıyor. İşi yokuşa sürmek hastaya bakan kişi için zulümdür. Bir beden hasta iken kendi ağırlığının kaç katı olur haberiniz var mı? İnmez yataktan kalkmaz nasıl gitsin dr a her defasında ilaç yazdırmaya? #drözlemyalnızdegil,2018-07-31 22:03:47+00:00,#dr
1884,"Hastayı görmeden ilaç yazmak SUÇ. !!!! Bu suçu işlemediği için bir hekim görevden alınamaz, vicdansız ilan edilemez, onuru kırılamaz. Yapılması gerekeni yapan bir insan nasıl cezalandırılır.",2018-07-31 22:03:34+00:00,
1885,"Yakinlari zaten boyle bir kisiyi ilac almaya gonderdikleri ve annelerinin ilacini saglamadiklari, Giresun da evde bakim sistemine kayit yaptirmadiklari icin http://suclu.Biz dedemizi ninemizi oyle gondermiyoruz.",2018-07-31 22:02:49+00:00,
1886,#drözlemyalnizdegil hastayı görmeden ilaç yazmadığı ve beyaz kod verdiği için bir hekimin açığa alınması tek kelimeyle skandal. Hasta görmeden ilaç yazmak kanuni mi @saglikbakanligi,2018-07-31 22:02:23+00:00,#dr
1887,"#drözlemyalnızdegil Dur hazır hepiniz buradeyken şunu söylemek istiyorum: Şikâyetlerimizi dinlerken göz teması kurun. Ben anlatıyorum siz ekranda reçete tık tık, sekretere seslenim ... hanım şunu da ekle hoop paket by. Verimsizlik. Anca ilaç yazın.",2018-07-31 22:02:10+00:00,#dr
1888,RainyMorning!,2018-07-31 22:01:42+00:00,
1889,"Adam da istediği şeyin yasal olmadığını anlayıp ısrarı bıraksaymış, o 3 kuruşluk ilaç dediğiniz şey için evrakta sahtecilik sgk yı dolandırmak hatta çeteden bile ağır cezada yargılıyorlar",2018-07-31 22:01:29+00:00,
1890,#drözlemyalnızdegil Öldürülen amcanın yatalak karısı yalnız. Eşi ona ilaç alabilmek için canından oldu yerlerde sürüklendi gaz yedi. Okunmuş ama adam olunamamış büyüğe saygı kalmamış.,2018-07-31 22:01:09+00:00,#dr
1891,İnsanlık nereye gidiyor. Bir yerde doktorla ilaç yüzünden tartışan 82 yaşındaki bir insana uygulanan ağır muamele ile hayatına sebep olma. Başka bir yerde 72 yaşındaki adamın üzerine araçla su sıçrama ve öldüresiye dövme ne oluyoruz insanlığımdan utanmaya başladım vallaha,2018-07-31 22:01:08+00:00,
1892,Annem eczacıydı bende onun yanında dura dura konuya vaakıf oldum şimdi qumadine ilacı kötü bir ilaç reçetesiz verilmemeli biliyoruz ama bu ülkede şeker gibi antibiyotik satıldığını doktor yada eczacı tanıdığın varsa sorgusuz herşeyi isteyebileceğini biliyoruz lütfen burası TR,2018-07-31 21:59:38+00:00,
1893,"Hastanın kendisi olmadan ilaç yazdırmak isteyenler,bizle uğraşacağınız kadar yetkililere meramınızı anlatsaydınız,ilaçlar ayağınıza geliyor olurdu.#hastaolmadanilacyazmaksuc",2018-07-31 21:59:33+00:00,#hastaolmadanilacyazmaksuc
1894,I'm at ILAC Cumberland! http://4sq.com/VwARwY,2018-07-31 21:59:29+00:00,
1895,Hayatımda Cipro adlı hap kadar iğrenç bir ilaç görmedim ulan nefretliksin be,2018-07-31 21:57:28+00:00,
1896,"Karatay gibi hayvansal urun ureticilerinin, hastaneleri ticari merkeze cevirenlerin ve ilac sirketlerinin parlatigi sozde doktorlar yaninda boyle ettigi yemine sadik kalarak insan sagligi yaninda doga ve diger canlilarin yasam haklarinada sahip cikan doktorlar. Iyi ki varlar. ",2018-07-31 21:57:02+00:00,
1897,Hastayı görmeden ilaç yazılmasına ceza uygulamasının bir açılımı olması lazım. İlaç raporlu bir ilaç ise yazılması gerekmez mi? Sonuçta hem raporu hem de ilacın bittiğini sistemde görüyorlar.Hasta gelse ne olur gelmese ne olur? Kimlikler ile işlem yapılır. #drözlemyalnızdegil,2018-07-31 21:56:48+00:00,#dr
1898,Yemek yiyemiyorum abi bildiğin yemek yiyemiyorum ağzımda o iğrenç ilaç tadı ,2018-07-31 21:56:11+00:00,
1899,#droezlemyalnızdegil Sayın Sağlık Bakanımızın halka hasta görmeden ilaç yazmanın ağır cezada yargılanmayı gerektiren bir suç olduğunu anlatmasını ve bu toplumsal linçi engellemesini bekliyorum.,2018-07-31 21:55:32+00:00,#droezlemyaln
1900,Yok ki ilaç alicam mecburen,2018-08-31 23:50:56+00:00,
1901,benimki daha farklı sanırım. nöropatik ağrı sinir hasarına bağlı fayda eden herhangi bi ilaç tedavi yok. yani bana yaramadı. cevap verdiğiniz için teşekkürler,2018-08-31 23:47:13+00:00,
1902,Hastanede ilaç isteyince ilaç kalmadı diye cevap almak sövse daha az acıtır,2018-08-31 23:33:01+00:00,
1903,"Ne kadar garip değil mi, ruhuna ilaç gelen tüm insanlar uzakta.",2018-08-31 23:29:58+00:00,
1904,ilaç ismi aliyim acil,2018-08-31 23:25:36+00:00,
1905,İntihar etmek istiyorsun ama bir yandan hayata tutunmaya çalıştığın için psikoloğa gidip kurtulmak istiyorsun ama ilaç seni daha fazla intihara teşvik ediyor reel bug,2018-08-31 23:24:49+00:00,
1906,I bought document on tape at golden discs in the Ilac centre the day it came out,2018-08-31 23:15:06+00:00,
1907,"Zaman ilaç değil, zehirdir; bizi saniye saniye öldüren...",2018-08-31 23:15:03+00:00,
1908,Bugün doktor ilaç uyku yapar akşam al demişti 4 saat önce aldım cin gibiyim tıp yanılıyor muuu,2018-08-31 23:11:03+00:00,
1909,Sivri sineklerin soyunu kurutan ilaç bulunmadıkça kimse bana bilim ilerledi falan demesin kanımızı kuruttular beee ,2018-08-31 23:10:06+00:00,
1910,O zaman ilaç kullanayım reis,2018-08-31 23:06:40+00:00,
1911,1989 yılı 4.sınıf öğrencisiyim farmakoloji hocam hasan gacar a meme kanserinden ölen yengemin ağrılarını geçiren bitkisel ilaçlarla gittim. Ben bunları araştırmak istiyorum yardım edin dedim: ottan bloktan ilaç olmaz dedi,2018-08-31 23:06:03+00:00,
1912,Maşallah o kadar çok güzel çalışıyorsunuz ki şikayetlerimizi kaale bile almıyorsunuz. Kaç kere belediyeyi aradık ertuğrulgazi mahallesinden sinek ilaç arabası geçmiyor diye. Her yer sinek kaynıyor. Bravo ,2018-08-31 23:02:46+00:00,
1913,1 kere düzgün uyuyabilsem şaşırıcam gerçekten ya şimdi ilaç içmek için bi şeyler yemek zorundayım sinir krizi geçirmeye gidiyorum ben,2018-08-31 23:02:22+00:00,
1914,Aşk yarasını hangi ilaç kapatır,2018-08-31 22:55:16+00:00,
1915,Oda da yaklasik 1 saattir bocek oldurmeye calisiyorum ustune bir sise ilac sıktım ölmedi üzerine sert bi defter atıp üstüne bastım bunlara ragmen ölmemiş aq odanın başka bir yerine kaçtı.. korkuyorum..,2018-08-31 22:41:37+00:00,
1916,#Repost @celsiba • • • • • Mei Zen kozmetik akupunktur sistemi.... drmarthalucas ın patentli bu tekniği ile hiç bir ilaç enjeksiyonu yapmadan genç görünmeniz mümkün....… https://www.instagram.com/p/BnKQJ3wlrQQ/?utm_source=ig_twitter_share&amp;igshid=1qbhlsepfntbd,2018-08-31 22:34:16+00:00,#Repost
1917,#Repost @celsiba • • • • • Mei Zen kozmetik akupunktur sistemi.... drmarthalucas ın patentli bu tekniği ile hiç bir ilaç enjeksiyonu yapmadan genç görünmeniz mümkün....… https://www.instagram.com/p/BnKP2_8FZXv/?utm_source=ig_twitter_share&amp;igshid=1w3na1ftd86w3,2018-08-31 22:31:42+00:00,#Repost
1918,"Seni bekliyorum, yalnız ve sadece seni, Karanlık dünyamı aydınlatman için, Kış mevsimi gibi soğuk gönlümü ısıtman için, Kanayan yarama ilaç olman, kapatman için, Solan yüzüme can olman, renk katman için, Seni bekliyorum, seni. ",2018-08-31 22:25:45+00:00,
1919,Zaman ilaç değil yaradır bazen.,2018-08-31 22:22:09+00:00,
1920,Toparla canım kendini. Hep aynı durumdayız. Dibe inersen ilâç v.s bitmez.,2018-08-31 22:20:25+00:00,
1921,"Biz sahipsiz sandık bunları hatta eski tasması olana yeni tasma, hasta olanlara ilaç buldum diğerleri tamam ama hasta olanlar evde kalsın, biz düzelince getiriniz. Evler arası 20 m. İki gündür kediler yok, öyle fesat öyle kötü ki buranın aslında yerlisi diye söze başlamayacağım",2018-08-31 22:19:35+00:00,
1922,Transfer dönemi bitti gelen her oyuncu bizim çok değerli ama artık bu akşam ki maça dönelim öyle yada böyle kazanmalıyız stada gidecek herkesin bu bilinc ile gitmeli ne olursa olsun yeni FENERBAHÇE den önceki bu maçı almalıyız milli takım arasi zaten ilaç olur #fenerinmacivar,2018-08-31 22:16:53+00:00,#fenerinmacivar
1923,"I am entirely convinced of the merits of Cork as a proud and genteel city for occasional visits. I could imagine myself living in Limerick too. But no god damn way am I letting Trump alone shift me from the Ilac centre, the historical seat of my magical powers.",2018-08-31 22:14:22+00:00,
1924,Hastaya yanlış ilaç verme de ileride ,2018-08-31 22:11:02+00:00,
1925,Asıl mesele de zaten o güveni ailelere vermek değil mi İrem hanım? birden türeyip birden pahalı bir çözümü bulunan hastalıklar bu yüzyılın en belirleyici özelliklerinden olmuşken “ilaç sektörü” diye bir sektörün varlığını inkar edebilir miyiz?,2018-08-31 22:04:54+00:00,
1926,"Sigaranın yol açtığı hastalıkları düşün bi'bakalım. En iyimserine bile yakalansanız tedavi ve ilaç masrafları dışında, o hastalığa doğal yollardan (kronik) yakalanan insanların hakkını da yemiş oluyorsunuz. Sizin için değil belki, ama bir çok kişi ölümcül. http://www.astimalerji.org/yazi.asp?yazi=20&amp;baslik=Sigaran%FDn_yol_actigi_hastalik_turleri&amp;menu=3",2018-08-31 22:04:50+00:00,
1927,İnsanları iyileştirecek olan kesinlikle bir ilaç değildir insanların en güzel tedavi yöntemi sevmek ve sevilmektir.,2018-08-31 22:04:17+00:00,
1928,"Sakinleşmek için Tom Rosenthal dinlemenin yan etkisi üzgünleşmek, ilaç gibi adam, hem yapıyor hem bozuyor.",2018-08-31 22:00:25+00:00,
1929,B12 eksikliği icin sonunda ilaç aldım ama ilacı içmeyi unutuyorum :))) cok dertliyim :(,2018-08-31 21:59:42+00:00,
1930,Migrenim tuttu ve ben ilaç kullanamıyorum ,2018-08-31 21:58:42+00:00,
1931,aatif ve dirar ilac mi jsjxjeixjekskjdnejxjnensjbebdbsbwbbdnznsnsnsns,2018-08-31 21:56:12+00:00,
1932,Alerjim var çok arttı bu ara ilaç var kâr etmiyor.,2018-08-31 21:50:17+00:00,
1933,Ooohh ilac gibii geldiii uyumadan once ellerine emegine saglik ,2018-08-31 21:49:56+00:00,
1934,Hahahhahahah bu çok iyimiş hadi bende katılayım - Eczacılık okuyunca noluyor ki ilaç satıyorsun işte bunun için 5 sene okuman mı lazım + Eczacılık ilaç satmaktan fazlası olduğunu açıklamaktan bıktım - Artık bize bedava ilaç veririsin + Hayrıma ilaç dağıtmak için okuyorum zaten,2018-08-31 21:49:05+00:00,
1935,Başkan Kocaoğlu: İEF krize ilaç olacak http://karsiyakahaber.com/haber/baskan-kocaoglu-ief-krize-ilac-olacak/17914/,2018-08-31 21:44:21+00:00,
1936,Love veya emenike ilaç gibi gelirdi eren sakatlanırsa lig gider cl zaten gitti gözüyle bakıyorum,2018-08-31 21:43:21+00:00,
1937,Aşı devlet kontrolundedir ve aşı programlari her devlette zorunludur. Ama ilac sadece izin alir devletten marka icerik ve tedavi sekli dr a kalır ki ailede hayatı risk icermeyen hastaliklarda ilacı ezbere vermemelidir oksuruk suruplari ates dusuruculer yarardan cok zarardir misal,2018-08-31 21:42:36+00:00,
1938,"Hastahanelerde eczahanelerde ararlar hastalıklarına dermanı, Okumamış ne bilsin dolap kapaklarının ardında sakladığı şifayı, Okuyanda anlamamış içindeki ilmi iradeyi kudreti ve rahmeti, Elimde bir ilaç var bütün hastalıkların şifası nur nakleden kur-anı. #UğurAğdemir..",2018-08-31 21:42:18+00:00,#U
1939,En verimli takim yine biz olduk yani fenerbahce butun coplukleri temizledik piyasada cöp kalmadi tolgayi transfer eden yonetim sabaha istifasini vermeli vizyon dediler tolgayi aldilar sabri bosta degildi iyiki #AliKoc istifa care #azizyildirim ilac #aykutkocaman,2018-08-31 21:42:00+00:00,#AliKoc #azizyildirim #aykutkocaman
1940,Yaşına bakmadan Coentrao ilaç olurdu Rio ave ye gitti,2018-08-31 21:39:39+00:00,
1941,Baris disinda hepsi copluk transfer doneminin copcusu olduk #AliKoc istifa care #azizyildirim ilac #aykutkocaman,2018-08-31 21:38:49+00:00,#AliKoc #azizyildirim #aykutkocaman
1942,"#YerliMalıYurdunMalı yerli malı diye birşey mi kaldı.gida sektöründe dışardan alıyoruz,teknoloji, ilaç sektöru, tıbbi cihazlar,giyim sanayi, uçak sanayi,saymaya devam edersem Sabah olur o yüzden üzgünüm.samani bile dışardan alan bir ülke olduk...",2018-08-31 21:37:09+00:00,#YerliMal
1943,"Ahahaha emin misin? iyidir kusmazsın mesela. ben de bir bel fıtığı sabah akşam ilaç dozu var ki sabah körü yalpalayan kadın imajı çiziyorum, herşeye peki deyip o ne ki diye sorabiliyorum. Tatlı hayat anca böyle buldu beni, kahrolası evren yine yanlış anladı beni...",2018-08-31 21:35:50+00:00,
1944,"Gönül sıkıntısını hiç bir maddi ilaç gidermez; O zaman bunun ilacı “La Havle Vela Kuvvete İlla Billlahil’Aliyyil’Azıym.” Bütün güç ve kuvvet, yalnızca en Yüce ve en Büyük olan Allah’ın (c.c.) yardımıyla elde edilir.”....",2018-08-31 21:31:45+00:00,
1945,Bu ilaç insanı mal ediyor bitkisel hayat gibi,2018-08-31 21:30:49+00:00,
1946,Hocam gitmek mi ıyi kalmak mı valla öyle bir zaman gelir ki gitmek ilaç gibi gelir insana.hocam ölmek mi ıyi yaşamak mi ikiside ıyi korkmaz misin ölümden niye korkayım ki sonu zaten belli olandan korkar mi insan nasil aldıysak nefesi vakti geldiğin de veririz Eyvallah (Alinti),2018-08-31 21:29:25+00:00,
1947,Ay uehdhd çok teşekkür ederim bazım gece gece ilaç gibi geldi. Dur hemen gt yapıyım iyi hatırlattın eudhd tabi istersen tanışırız yürümen yeterli Taymına daha dazla düşmek dileğiyle hayırlı geceler ,2018-08-31 21:24:45+00:00,
1948,Kafayı yedik harbiden bize ilaç falan işlemez Galatasaray aşkı bambaşka ,2018-08-31 21:24:36+00:00,
1949,Asrın yeni soygunu diyebiliriz sanıyorum.. Telekomdan sonra halka ilaç gibi gelecek sanki..,2018-08-31 21:19:42+00:00,
1950,Okutsanda ilaç kullansanda tekrarlayabiliyor kesin çözüm bi cerraha gidip lazerle yaktırmak,2018-08-31 21:18:59+00:00,
1951,#YerliMalıYurdunMalı 1923 ten sonra açılan -uçak fabrikası -Araba fabrikaları -hammadde fabrikaları -Tank ve silah fabrikaları - savaş gemisi üreten tersaneler -petrol ü benzine dönüştüren rafineriler -ilaç fabrikaları -uzaya gidecek aracı ve teknoloji üreten fabrikalar nerde ,2018-08-31 21:18:42+00:00,#YerliMal
1952,Adem Ljajic ve Tolga kalasının yerine gelen Karius tam nokta ve ilaç transferler.,2018-08-31 21:16:15+00:00,
1953,seks için kullandığın bir ilac varmı azdirici gibi,2018-08-31 21:14:39+00:00,
1954,"Benimde umudum Ljajic , Lens, Töre ile değişim belki bu ilaç olabilir forvette..",2018-08-31 21:11:44+00:00,
1955,10 sene boyunca yanında ben olursam ilaç tedavisi olmaz ,2018-08-31 21:11:36+00:00,
1956,"hasta olmayı da sevmiyorum , ilaç içmeyi de",2018-08-31 21:11:03+00:00,
1957,Bende deliriyorum iste ilac tedavisine baslamısım dkdkdkdkdkd,2018-08-31 21:10:59+00:00,
1958,"Arkadaşlar sakın kanmayın ""terbisil"" diye bi ilaç war 6 ay kullanın hiç birşey kalmasın. Uzun süreli kullanmayın. Karaciğeri yoruor.",2018-08-31 21:09:04+00:00,
1959,unutmak icin ictiklerim benim gözlerimde ilac gibiydi.,2018-08-31 21:09:01+00:00,
1960,Bu saatte ilaç gibi geldin canım,2018-08-31 21:07:23+00:00,
1961,Comolli reis sağol ya valla adamsın son gün benzia transferi ilaç oldu,2018-08-31 21:06:07+00:00,
1962,"Bazen hiç ummadığınız bir anda bir iyi geceler size ilaç gibi gelebilir.İşte tam da bu kişi ilaç benim için. Hayat sana en güzel çiçekli yollarını sunsun,hayırlısıyla hayata atılabilmen için Rabbim yâr ve yardımcın olsun.Her zaman bizimle ol Happy birthday @7manGloss",2018-08-31 21:04:47+00:00,
1963,Zaman ilaç değil yaradır bazen.,2018-08-31 21:02:26+00:00,
1964,Transfer sezonunu bitirdik hakkımız da hayırlısı olsun. Yönetimin tek suçu elden çıkarılması gerekenleri çıkaramaması ve planlamayı doğru yapamamasıdır. Yine de asıl ilaç olucak mevki transferi gerçekleşti Sonuna kadar yanındayız. İyisiyle kötüsüyle Teşekkürler @Besiktas,2018-08-31 21:00:01+00:00,
1965,"Yavaş yavaş soğumak diye birşey var, zamanın ilaç etkisi resmen..",2018-08-31 20:54:24+00:00,
1966,"#YerliMalıYurdunMalı Derhal ! Şeker -Tekel tekrar açılmalı yerli üreticisi desteklenmelidir. Yerli silah ,yerli ilaç, yerli tohum, Üretiimelidir Montaj sanayinden çıkıp ham maddede yerli sanayi hamlesi başlatılmalıdır. Ve belkide en önemlisi Yerli ve milli eğitime geçilmelidir.",2018-08-31 20:54:22+00:00,#YerliMal
1967,Milli ara var fener için ilaç olacak,2018-08-31 20:53:46+00:00,
1968,@oguz_bahce bu ilaç bulunmuş twit iptal edilmemiş bilginize.,2018-08-31 20:52:44+00:00,
1969,"Ramazan'da ilaç içti diye çaycı çocuğun: dayı yaşından utanmıyor musun?demesi ile ilaçlarını saatli almayıp,2 gün sonra dümdüz yolda trafik kazası yaparak vefat eden babam geldi aklıma...tutma,ilaçların var dediğimde:o laf çok ağır geldi demişti...",2018-08-31 20:52:33+00:00,
1970,"Alper cim,Şarbon ve/veya diğer zoonozlar ile mücadele sistemli ve sürdürülebilir bir mücadele ile olur.Bunun için de veteriner hekim il ilçelere kadar motorize ,ekip, ekipman,ilaç,alet edvat yardımcı personel donanımı sonucu gerçekleşir.Tüm dünyada böyledir",2018-08-31 20:50:19+00:00,
1971,"Bazen susmakta ilaç oluyor insana.Nasıl olsa anlamayacaklar.İnce düşünmeyecekler.Ağız dolusu kelimeleri yalnızca yutkunup,yolumuza devam ediyoruz.",2018-08-31 20:47:18+00:00,
1972,Sözlerin ilaç sesin şifa... @aeTaladro,2018-08-31 20:45:29+00:00,
1973,Tebrikler KONYASPOR'um ilaç gibi bir 3 puandı.,2018-08-31 20:45:03+00:00,
1974,Aah ah. Tsigalko reyiz ilaç olurdu,2018-08-31 20:44:06+00:00,
1975,"Yalnız ölümün yoktur,her derde vardır ilaç, İlaç ise maksadın, Vahyi ilahiyi aç. Karanlıkta kalana, yalnızca odur sirac, Onun ile doymakta, hangi ruh kalmışsa aç.",2018-08-31 20:43:53+00:00,
1976,Çok direndim ama lanet olası baş ağrısı ilaç içmeden geçmeyecek pffff ,2018-08-31 20:41:23+00:00,
1977,Yine ilaç yine ilaç mühim değil,2018-08-31 20:39:34+00:00,
1978,Ya Türkçe konuş aq en ağırı benim ilaç olduğu dışında bi sikim anlamadım yazdıklarından.,2018-08-31 20:37:46+00:00,
1979,2saatte ne konustunuz abi.kullanılan ilaç bıle etkısını 2saatte gostermıo,2018-08-31 20:36:01+00:00,
1980,Ösmskdkflf kendi teşhisimi kendim koyduğum için silik karakterli psikologum ne istiyosam onu yaptı iki-üç ay ilaç kullanıp ilk günden itibaren her gün alkol aldım rakı masasında dedim ki ay ben bu ilacı bırakayım kkahsjsjdkskskkdl,2018-08-31 20:35:45+00:00,
1981,bilmediğim bir ilaç... iltihap yok değil mi? sadece şeffaf sıvı,2018-08-31 20:35:11+00:00,
1982,⁦@LinPesto⁩ özlemiştim ilaç gibi geldin love u #linpesto https://www.youtube.com/watch?v=6tWTSlw_aL0&amp;feature=share,2018-08-31 20:34:57+00:00,#linpesto
1983,Terapötik aralığı dar ilaç gibiyim,2018-08-31 20:34:52+00:00,
1984,Norm ender ilaç gibi gelir koçum..,2018-08-31 20:34:32+00:00,
1985,Bizi öldürdüler amk ajajsjhdhdd ilaç tedavisi ne,2018-08-31 20:33:37+00:00,
1986,Hala hastayım bir ilaç bilem vermediler bana öylede nankörler allan belaları insan ailem ,2018-08-31 20:25:36+00:00,
1987,"Arkadaşlar bana sıklıkla diş beyazlatma yaptıralım mı, zararlı mı gibi sorular soruyorsunuz buna artık cevap vermek istiyorum. Ben yaptırdım, ama ben cildi düzelsin diye karaciğerine eziyet edip ilaç kullanmış biriyim minedeki ufacık hasara takılmam. Yani siz karar verin lol.",2018-08-31 20:24:38+00:00,
1988,Hep yazdım yine yazıyorum. Sağ beke alternatif olarak Akhisarlı Lopes ilaç olmaz mıydı? Yaşı 31 olmasına rağmen bizde iş yapardı!,2018-08-31 20:23:52+00:00,
1989,20 gün ağrıyan dişim ki ilaç bile kesmedi ağrıyı..diş hekimine gider gitmez korkudan kesildi,2018-08-31 20:18:52+00:00,
1990,"Abi eli öpülecek adamsın. Piyasada o kadar boş duyumcu, gazeteci varken bize ilaç gibi geldin. İnşallah emeklerinin karşılığını alır hak ettiğin yerlere gelirsin.",2018-08-31 20:16:24+00:00,
1991,Sizde bitkisel ilaç kullandinizmi,2018-08-31 20:13:52+00:00,
1992,"Rio Ave'ye gitmeyi göze alan oyuncuyu neden alamadık ki ? Sakatlığı falan yoksa ilaç olurdu bize. Gerçi tek bacakla oynasa Hasan ali, ismailden iyidir ",2018-08-31 20:12:35+00:00,
1993,Zaman ilaç değil yaradır bazen.,2018-08-31 20:12:28+00:00,
1994,BIANCA MAS ERA FORA DO NORMAL eu acho que a ilac jogava tudo os coreano naquela building,2018-08-31 20:10:09+00:00,
1995,"tırtıllar ordu gibiler , ilaç falan fayda etmiyor",2018-08-31 20:09:49+00:00,
1996,"43 kalem işlemden 5 tanesi 1 liranın altında 10 tanesi 1300 liranın üstünde 17 tanesi 1200 liranın üstünde 20 tanesi 1100 liranın üstünde ... Şimdi öğrendin mi kaç kişi bu fiyatlara vermiş, Ama sen hala ilaç gübre fiyatlarına bak. bardağın boş tarafı neden dolmuyor diye düşün dur",2018-08-31 20:07:18+00:00,
1997,"#YerliMalıYurdunMalı Almanlara araba, ABD ye uçak ve telefon, hollanda ya inek, Çin e elektronik ürünler, italyaya tekstil, fransaya ilaç ve hepsine birden İslamiyet ihraç edebildiğimiz zaman gerçekten de YERLİ ve MİLLİ olmuş olacağız. Rabbim bunları görmeyi hepimize nasip etsin.",2018-08-31 20:06:13+00:00,#YerliMal
1998,Ya hahaha kesinlikle ilaç tedavisi @baki_gke,2018-08-31 20:03:37+00:00,
1999,Sağlıklı bir gebelik için: Gebelik takiplerinizi düzenli olarak yaptırın Kronik hastalığınız varsa mutlaka doktorunuza bildirin Doktorunuza danışmadan herhangi bir ilaç kullanmayın ,2018-08-31 20:02:41+00:00,
2000,"“Zaman ilaç değil, insan unutkan.”",2018-09-30 23:57:46+00:00,
2001,"@SavunmaSanayii ürünlerini @titckgovtr ilaç vesağlık sektörüne dönüştürerek para kazanıyorlar. Bizim ülkemizde @aselsan yeni adım attı @SiemensHealth 7 teslalık MR bir yıl önce @MayoClinic kurdu. PKK bomba gömdürüp TeraHz cihazları pazarladılar, sonra BT kanser yapıyor diyecekler",2018-09-30 23:48:37+00:00,
2002,"@SavunmaSanayii ürünlerini @titckgovtr ilaç vesağlık sektörüne dönüştürerek para kazanıyorlar. Bizim ülkemizde @aselsan yeni adım attı @SiemensHealth 7 teslalık MR bir yıl önce @MayoClinic kurdu. PKK bomba gömdürüp TeraHz cihazları pazarladılar, sonra BT kanser yapıyor diyecekler",2018-09-30 23:48:14+00:00,
2003,"Zaman ilaç değil, insan unutkan",2018-09-30 23:43:22+00:00,
2004,Saat 2.30 tüm yorgunluğuma rağmen ayaktayım. Neden? Çünkü:SİVRİSİNEK! Hayır bugüne kadar pek tercihleri olmadığım için nasıl savaşılır onu da bilmiyorum Ev yeni taşındığı için ortada bi tane bile ilaç yok Yetiş @srbytpl sen anlarsın bu işten.,2018-09-30 23:32:45+00:00,
2005,Bulursam Anzer balını söz yerim Hayri emice reçeteli ilaç olarak,2018-09-30 23:31:19+00:00,
2006,Fakat düşünce alanında bana Huzurlu bir fakir odasını bile layık görmeyenler Düccaneme Adayı layık görmüşler.Tamam fildişi kule istemedim ama bu kafanın içine ilaç atıp dışını arı kovanına sokmak ne oluyor? Bunun Hesabını Hünkar ve Çevresi Büyük Allaha nasıl verecekler bilmiyorum,2018-09-30 23:25:10+00:00,
2007,"Cerrahlar genelde alkolik oluyor, psikiyatristler ilaç kullanıyor, modacılar çirkin giyiniyor, psikologlar deliriyor, e terzi de kendi söküğünü dikemiyor. Ne anladım ben bu işten ",2018-09-30 23:25:05+00:00,
2008,dm de sevgilimle fingirdeşceğime dostlarımdan antidepresan ilaç tavsiyesi alıyorum :/,2018-09-30 23:24:06+00:00,
2009,"ip mi kullansam, ilac mi icsem https://open.spotify.com/track/3cIG78oBauowzEbkBwWADN?si=7Eh1YTQjQaW7YvTwqLo9eA",2018-09-30 23:18:27+00:00,
2010,"Tam tedavisi bulunamayan bir kan kanseri türü olan ‘multipl miyelom’da, akıllı ilaç, hedefe yönelik ilaç ve kortizonun birlikte kullanıldığı kombine tedavisi hastalarda ortalama yaşam süresini üç katına çıkardı.",2018-09-30 23:18:12+00:00,
2011,Camı açık unutmuşuz odada çeşit çeşit böcek var ilaç sıktık çıktık odadan ve yeni girdik odaya fakat uyumamız lazım inşallah gebermeyiz,2018-09-30 23:10:50+00:00,
2012,Ciddi olunması gereken bir durum ilaç ile kontrôl altına alsanız bile sürekli ölçüm yapmalı not almalısınız ve bol su içmeli hazır yiyecek içeceklerden uzak durmalısınız ztn biliyordur bunu herkes ama... hastalığın adı konulunca kontrôlü daha kolay oluyor şifa dilerim,2018-09-30 23:07:18+00:00,
2013,+sonra izletirim böyle oluyo diye sonra biri ilaç yazdırmak için içeri pat diye girer kapı açılınca arkadakiler durur mu onlar da kenarda duruyim bari diye girer. tedavimin ilk aşaması bu şekilde tamamlanmış olur.,2018-09-30 23:06:38+00:00,
2014,@TanTasci ilaç gibisin her gece bir doz almazsam uyuyamıyorum:),2018-09-30 23:01:20+00:00,
2015,Zaman ilaç derler ya hani Ellerin neden uzak hala?,2018-09-30 22:59:49+00:00,
2016,Bu saatte kafayı yemişken abimin nöbetde olup araması ilaç gibi geldi ,2018-09-30 22:58:51+00:00,
2017,"“Zaman ilaç değil, insan unutkan.”",2018-09-30 22:58:14+00:00,
2018,"Hibritt tohuma bagliyorum ...zeka seviyemizde genel bir düşüş var ...hastalıklar çoğaldı...ilac ithal..dert ithal ,derman ithal...ölümde ithal artık....",2018-09-30 22:52:53+00:00,
2019,Bayılıyorum bana beni uyutacak bi ilaç ver diyen hastaya bu seni bebek gibi uyutur diyip düz izotonik çakmaya,2018-09-30 22:50:54+00:00,
2020,"Zaman ilaç değil, insan unutkan.",2018-09-30 22:49:10+00:00,
2021,"Her ilaç biraz zehir, her zehir biraz ölüm. Ve sonunda ben bugün öldüm.",2018-09-30 22:36:21+00:00,
2022,Sabah ilaç içip akşam alkol içiyorum sonra hastalığım niye geçmiyo hehal bana ,2018-09-30 22:34:02+00:00,
2023,Ne felsefe ilaç Ne nasihat Mevsim kış Havalar alabildiğine soğuk Bir tas sıcak çorbaya muhtaç Donmadan bahara kavuşur mu yoksulluk ? Murat Bozoğlu ,2018-09-30 22:33:48+00:00,
2024,Hocam rahmetlik nenem eskiden şeker hastaları sümüklü böcek denilen hayvanı ezip ilaç olarak içerlerdi diyordu 2000 yılında.Bunlar deve sidiginin ilaç niyetine kullanıldığı anlayamıyorlar.Allah akıl versin.,2018-09-30 22:29:25+00:00,
