,Text,Date,Hashtags,Location
1704,PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? ,2020-07-28 20:47:23+00:00,,"Hatay,Turkey"
1705,aşırı yorgun ve halsiz hissettiğim için hastaneye geldim doktor bana diyor ki vitamin eksikliğin var özellikle d vitamini eksikliği. ulan sayın doktor bey günyüzü gördüğümüz mü var bizim dedim sonra paaat 2 tane serum yedim. doktorun hoşuna gitmedi sanırım espri.,2020-01-21 15:08:39+00:00,,"Hatay,Turkey"
1706,Grup Vitamin Al Aşkını Sok Gözüne https://youtu.be/iu0jhwZC-Hc @YouTube aracılığıyla,2019-10-04 11:29:02+00:00,,"Hatay,Turkey"
1707,I'm at Vitamin Bar in Antakya https://www.swarmapp.com/c/btiL7HvbVl3,2018-07-21 13:00:51+00:00,,"Hatay,Turkey"
1708,Formül 2 Vitamin ve Mineral Tablet Vücut için gerekli 22 vitamin ve mineral sağlar. B… https://www.instagram.com/p/BbgzTv7A57N/,2017-11-15 10:27:59+00:00,,"Hatay,Turkey"
1709,I'm at Vitamin Bar in Antakya https://www.swarmapp.com/c/4AeegUG8pwv,2017-11-03 13:34:32+00:00,,"Hatay,Turkey"
1710,Sanirim Antakya etkilerinden kurtulmam uzun surecek. Uzuncarsida bir kasap vitamin_kasabi… https://www.instagram.com/p/Bajc88_nVti/,2017-10-22 14:39:29+00:00,,"Hatay,Turkey"
1711,"Akil usta 3 tane Kağıt Kebabı çek #hatay #antakya #uzunçarşı vitamin_kasabi @Antakiya,… https://www.instagram.com/p/BaTgMr1Ao1e/",2017-10-16 10:00:05+00:00,#hatay #antakya #uzun,"Hatay,Turkey"
1712,I'm at Vitamin Bar in Antakya https://www.swarmapp.com/c/hNeapfb8fac,2017-10-12 12:39:37+00:00,,"Hatay,Turkey"
1713,Hatay gezimizde antakyavitaminbar molamız. Soğuk şeftali suyu harika gitmişti. Güzel vitamin… https://www.instagram.com/p/BZDXI_iHlKP/,2017-09-15 07:02:27+00:00,,"Hatay,Turkey"
1714,Vitamin barr son hizla devsm @Karlısu Karaca Kahvaltı Salonu https://www.instagram.com/p/BYb1uLrFRIE/,2017-08-30 22:39:00+00:00,,"Hatay,Turkey"
1715,I'm at Vitamin Bar in Antakya https://www.swarmapp.com/c/cqmQ82WulRF,2017-08-10 12:36:30+00:00,,"Hatay,Turkey"
1716,I'm at Vitamin Bar in Antakya ,2017-07-10 13:08:33+00:00,,"Hatay,Turkey"
1717,I'm at Vitamin Bar in Antakya https://www.swarmapp.com/c/5dlrc4xm6hu,2017-06-24 21:20:19+00:00,,"Hatay,Turkey"
1718,Aşk @Varil Fast Food Köfte Vitamin https://www.instagram.com/p/BVsvZjkFIA280yBrQozDaWpg6hoWOs2MXINMnI0/,2017-06-23 22:36:19+00:00,,"Hatay,Turkey"
1719,I'm at Varil Fast Food Vitamin&amp;Köfte in Antakya w/ @kbrsarac @furkanpilavcolu https://www.swarmapp.com/c/jzd6nXIp1rQ,2017-06-23 22:25:41+00:00,,"Hatay,Turkey"
1720,"I'm at Vitamin Kasabı in Hatay, Turkiye ",2017-05-23 13:49:34+00:00,,"Hatay,Turkey"
1721,I'm at Vitamin Bar in Antakya https://www.swarmapp.com/c/gbwc9g3uDXg,2017-05-04 17:05:05+00:00,,"Hatay,Turkey"
1722,I'm at Antakya Vitamin Bar in Antakya https://www.swarmapp.com/c/5Whb7XkhsDC,2017-02-12 11:18:02+00:00,,"Hatay,Turkey"
1723,Mugecim (@Varil Fast Food Vitamin&amp;Köfte in Antakya) https://www.swarmapp.com/c/i0OZi3mNVmn,2017-01-08 14:47:44+00:00,,"Hatay,Turkey"
1724,iPhoneに不審なカレンダー通知が表示される手口発生 対策を紹介 (ライブドアニュース) https://news.line.me/issue/oa-livedoornews/y0p9lon8jbpo?utm_source=Twitter&amp;utm_medium=share&amp;utm_campaign=none #linenews,2020-03-31 23:59:55+00:00,#linenews,"Iğdır,Turkey"
1725,PLAY & Let The Fun Begin Like + RT + Click https://www.reddeergames.com Did You see it? ,2020-07-28 20:47:23+00:00,,"Iğdır,Turkey"
1726,"Be sensible. Take care of yourself. Vitamin A, D fruits vegtables, drink water, get proper rest. Watch where you go, watch who is around you. Common sense!!",2020-03-31 23:59:46+00:00,,"Iğdır,Turkey"
1727,何だこりゃ！？ 外国人抜けば大したことないではないですか。,2020-03-31 23:59:44+00:00,,"Iğdır,Turkey"
1728,"I thought it was a hoax but people keep dying everyone stay safe and take vitamins, if you don’t have any go get some. all you have to do is keep your body healthy for 2 months stay calm and we’ll make it ",2020-03-31 23:59:09+00:00,,"Iğdır,Turkey"
1729,Maneh juga jangan lupa sarapan sama minum vitamin ya biar nggak ngedrop ,2020-03-31 23:58:59+00:00,,"Iğdır,Turkey"
1730,Intaking my vitamin ,2020-03-31 23:58:52+00:00,,"Iğdır,Turkey"
1731,Literally no better way to get Vitamin D.,2020-03-31 23:58:48+00:00,,"Iğdır,Turkey"
1732,Everything will be ok! Add some vitamin C and zinc into the tea/ water whatever... every little help is welcome... all the best,2020-03-31 23:58:36+00:00,,"Iğdır,Turkey"
1733,Listen I understand,2020-03-31 23:58:29+00:00,,"Iğdır,Turkey"
1734,Well...It is an excellent source of vitamin and and it has no preservatives. ,2020-03-31 23:58:22+00:00,,"Iğdır,Turkey"
1735,"#traveltuesday Sister trip to Myrtle Beach, SC. Need to make a trip soon to the ocean. I need some vitamin Sea! #wander_explore_experience #travel #southcarolina #beach #vitaminsea @Myrtle Beach, South Carolina https://www.instagram.com/p/B-atP1UJ-gY/?igshid=115q6anbtxz1g",2020-03-31 23:58:21+00:00,#traveltuesday #wander_explore_experience #travel #southcarolina #beach #vitaminsea,"Iğdır,Turkey"
1736,"and also I believe in the strength of high Vitamin C but in some cases, they get Covid19 is so bad it cannot save everybody if they have other issues that compound the situation like asthma or Lupus or cancer even undiagnosed cancer",2020-03-31 23:58:06+00:00,,"Iğdır,Turkey"
1737,"Dear Mr Inskeep, I wanted to reach out because a physician in Shanghai is using IV vitamin C with coronavirus and 50/50 patients lived. There will be a press release I will send to you shortly. In the meantime: http://www.orthomolecular.org/resources/omns/v16n18.shtml",2020-03-31 23:57:45+00:00,,"Iğdır,Turkey"
1738,I have no arms or legs ,2020-03-31 23:57:43+00:00,,"Iğdır,Turkey"
1739,It's crazy how bad i look right now ,2020-03-31 23:57:42+00:00,,"Iğdır,Turkey"
1740,Saya menjual (COD) Vitamin... seharga Rp55.000. Dapatkan produk ini hanya di Shopee! https://shopee.co.id/oman_sutrisna/7517520545 #ShopeeID,2020-03-31 23:57:37+00:00,#ShopeeID,"Iğdır,Turkey"
1741,2020年4月1日・・・ビタミンTee西国分寺秘密基地 自宅待機モード・・・ビタミンTeeオンラインアートショップ、そろそろ再稼働の準備に入ります。で、寒さにも負けないで花見をする鳥を発見！・・・(^_^;,2020-03-31 23:57:17+00:00,,"Iğdır,Turkey"
1742,Calming Formula promotes sleep and relaxation. Enter to #WIN Sublingual #Vitamins from #SuperiorSource #WomensHealth #GMOFree#NoPills2Swallow #CVS4Health #sponsored https://bit.ly/2UeBDSM,2020-03-31 23:57:10+00:00,#WIN #Vitamins #SuperiorSource #WomensHealth #CVS4Health #sponsored,"Iğdır,Turkey"
1743,"One thing I've noticed about Amazon - don't love them, but they've proven antifragile in this - they now advertise 'China Free' on products. I ordered vitamins based on that.",2020-03-31 23:57:10+00:00,,"Iğdır,Turkey"
1744,Meet me at the Riverwalk ,2020-03-31 23:57:07+00:00,,"Iğdır,Turkey"
1745,Soaking up some end of the day Vitamin D with these two! #stayhome #piebalddachshund #dogsofinstagram https://www.instagram.com/p/B-atGEFDSaw/?igshid=1hhhgl6p5heoe,2020-03-31 23:57:03+00:00,#stayhome #stayhome #piebalddachshund #dogsofinstagram,"Iğdır,Turkey"
1747,I was always confused by the Ester-C commercials. Ester-C is billed as nonacidic. But isn't Vitamin C ascorbic acid?,2020-03-31 23:56:59+00:00,,"Iğdır,Turkey"
1748,kurang dikasih vitamin c,2020-03-31 23:56:52+00:00,,"Iğdır,Turkey"
1749,"Upon diagnosis #COVID19, Don’t wait for gross expression on an X-ray Immediately w/fever spike 100°F! Keep Vitamins #D3 5000iu per day C 1000mg 2x day Simultaneously start #Tamiflu 30mg 2x/day #Doxycycline 100mg 2x/Day Admited #Ceftriaxone 1g 2x/D or NONAdmitted Keflex 500mg 2/D",2020-03-31 23:56:39+00:00,#COVID19 #D3 #Tamiflu #Doxycycline #Ceftriaxone,"Iğdır,Turkey"
1750,Deals2020: Kleenex Facial Special Care Tissues With Aloe Vera and Vitamin E $1.99 + Delivery ($0 with Prime/ $39 Spend) @Amazon AU ,2020-03-31 23:56:33+00:00,,"Iğdır,Turkey"
1751,Weekly Vitamin C restock ,2020-03-31 23:56:25+00:00,,"Iğdır,Turkey"
1752,I have yet to see an admitted COVID-19 patient with a vitamin D level above 33 . I’d love to hear if others have seen sick COVID patients with high vitamin D levels to refute my theory that normalish vitamin D levels (~50+) are inversely associated with disease severity.,2020-03-31 23:56:23+00:00,,"Iğdır,Turkey"
1753,This is interesting as I was hospitized in mid Nov with severe breathing problems similar to the virus but I was already stage 4 COPD. Anyway they added Vit D to the rest of the meds & Vitamins I'm taking. I think it's helping. ,2020-03-31 23:56:22+00:00,,"Iğdır,Turkey"
1754,"I took all my vitamins and I brought a soda so that means it is party time, yes?",2020-03-31 23:56:21+00:00,,"Iğdır,Turkey"
1755,Minum vitamin dan cuci tangan #DGITM,2020-03-31 23:56:15+00:00,#DGITM,"Iğdır,Turkey"
1756,"Someone called them the WDO, you can guess what the D means, not vitamin D.",2020-03-31 23:56:09+00:00,,"Iğdır,Turkey"
1757,taking my@vitamin d tablets with rum and coke no one can stop me,2020-03-31 23:56:08+00:00,,"Iğdır,Turkey"
1758,I need vitamin sea. . . . . . . #instagram #instagramers #instagood #instamood #instadaily #igers #igersph #igersphilippines #igersdaily #dailypic #dailyphoto #photooftheday #picoftheday #vsco #vscocam #vscoph… https://www.instagram.com/p/B-as9cDHXXA/?igshid=zae2cuxv7ay5,2020-03-31 23:55:51+00:00,#instagram #instagramers #instagood #instamood #instadaily #igers #igersph #igersphilippines #igersdaily #dailypic #dailyphoto #photooftheday #picoftheday #vsco #vscocam #vscoph,"Iğdır,Turkey"
1759,"ORGANIC MASSAGE CANDLES Visit our online shop now to discover the full range of the cosmos organic massage candles by Laboratoire Altho Each candle contains Coconut Oil Shea Butter, Beeswax &amp;amp; Vitamin… https://www.instagram.com/p/B-as8Noqa4b/?igshid=m2nese6mske2",2020-03-31 23:55:44+00:00,,"Iğdır,Turkey"
1760,Vitamin D deficiency,2020-03-31 23:55:33+00:00,,"Iğdır,Turkey"
1761,"Upon diagnosis #COVID19, Don’t wait for gross expression on an X-ray Immediately w/fever spike 100°F! Keep Vitamins #D3 5000iu per day C 1000mg 2x day Simultaneously start #Tamiflu 30mg 2x/day #Doxycycline 100mg 2x/Day Admited #Ceftriaxone 1g 2x/D or NONAdmitted Keflex 500mg 2/D",2020-03-31 23:55:27+00:00,#COVID19 #D3 #Tamiflu #Doxycycline #Ceftriaxone,"Iğdır,Turkey"
1762,Take your vitamins @Jessicasquared9,2020-03-31 23:55:16+00:00,,"Iğdır,Turkey"
1763,"Remember to take care of your bodies and health during this season. Our bodies need all the nutrients, vitamins, rest, water; sometimes we get so busy, we don’t realize what we are putting our bodies through. Be safe.",2020-03-31 23:55:11+00:00,,"Iğdır,Turkey"
1764, not me...I'm over 25...they need vitamins ,2020-03-31 23:55:08+00:00,,"Iğdır,Turkey"
1765,"Man I been so productive. Editing, taking vitamins, feeling good. I’m in a good headspace right now regardless of what’s going on outside ",2020-03-31 23:54:54+00:00,,"Iğdır,Turkey"
1766,"I feel like I leveled up as an adult, I took my vitamins 2 days in a row.",2020-03-31 23:54:49+00:00,,"Iğdır,Turkey"
1767,Did You see it? http://www.reddeergames.com Let the fun begin! #Xbox #NintendoSwitch #Playstation,2020-08-12 21:24:19+00:00,#Xbox #NintendoSwitch #Playstation,"Iğdır,Turkey"
1768,そういう日も大切ですね,2020-03-31 23:54:48+00:00,,"Iğdır,Turkey"
1769,"These Foods Will Help Reducing Anxiety There are foods that can help ease anxiety. Some of them are almonds, which have vitamin E and B12, zinc and magnesium, which increases the immune system. Others are sources of ... - ",2020-03-31 23:54:38+00:00,,"Iğdır,Turkey"
1770,vitamin D has many benefits. are you getting enough? #vitamind #immunesupport #immunesystem #immunesystembooster #sunshine #sunshinevitamin https://www.instagram.com/p/B-aszSQjk72/?igshid=124lrw3wc385k,2020-03-31 23:54:30+00:00,#vitamind #immunesupport #immunesystem #immunesystembooster #sunshine #sunshinevitamin,"Iğdır,Turkey"
1771,Check out my broadcast from my PlayStation 4! #PS4live (Call of Duty®: Modern Warfare®) live at,2020-03-31 23:54:26+00:00,#PS4live,"Iğdır,Turkey"
1772,I’ve eaten nothing but oranges. Because ya know vitamins ,2020-03-31 23:54:00+00:00,,"Iğdır,Turkey"
1773,Vitamin D works like a charm ,2020-03-31 23:53:58+00:00,,"Iğdır,Turkey"
1774,YEAH I GOT IT FROM THE VITAMIN SHOPPE BUT GNC SHOULD HAVE IT! YOU GOTTA DRINK IT IMMEDIATELY AFTER A BIG MEAL!,2020-03-31 23:53:57+00:00,,"Iğdır,Turkey"
1775,Oyyy kuzum. Lütfen biri sahip çıksın. Raşitizm bu çocuk. D3 Vitamini kullanması lazım.. Ayağı Sarılmalı. Ve vitamin desteğiyle düzelir. Ama mutlaka D3 Vitamini yapılmalı. Maalesef küçük yavrularda çok oluyor. Ama düzeliyor. Benim çok düzeldi.,2020-03-31 23:53:55+00:00,,"Iğdır,Turkey"
1776,"Sippin' on this Hennessy, once you were my friend Now you turned into my enemy, here we go again I think love is just like money how it blows in the wind Got me taking medicine, these is not no vitamins",2020-03-31 23:53:36+00:00,,"Iğdır,Turkey"
1777,아직 정해진건 없어서 모르겠어요 일단 후르트링하고 비요트준쮸 만들어보고 알려드릴게요..!,2020-03-31 23:53:26+00:00,,"Iğdır,Turkey"
1778,Yo gurl was like haha you’re fine you don’t need to take your vitamins but that all changed when I stood up from takin a sit down on my walk and everything went BLURRY,2020-03-31 23:53:21+00:00,,"Iğdır,Turkey"
1779,"Upon diagnosis #COVID19, Don’t wait for gross expression on an X-ray Immediately w/fever spike 100°F! Keep Vitamins D3 5000iu per day C 1000mg 2x day Simultaneously start #Tamiflu 30mg 2x/day #Doxycycline 100mg 2x/Day Admited #Ceftriaxone 1g 2x/D or NONAdmitted Keflex 500mg 2x/D",2020-03-31 23:53:21+00:00,#COVID19 #Tamiflu #Doxycycline #Ceftriaxone,"Iğdır,Turkey"
1780,https://youtu.be/rDnIeTXEyyM here is a sample of how to properly use gimmicks exfoliating mask and skin care. A combination of Shea butter vitamin a vitamin a and O perfected blend of salt helps to provide the radiant skin that you need for the perfect at home facial. For more infor… ,2020-03-31 23:53:13+00:00,,"Iğdır,Turkey"
1781,must take a 500mg of vitamin C too and a cup of ginger tea with a lemon extract. i helps a lot to avoid C19. also wash hand properly in time to time. - BeMyLady ,2020-03-31 23:53:03+00:00,,"Iğdır,Turkey"
1782,Vitamin D boosts viral immunity.,2020-03-31 23:52:45+00:00,,"Iğdır,Turkey"
1783,"Screwdrivers, actually. For the vitamin C. Gotta keep my immune system in good order. I feel stronger already.",2020-03-31 23:52:27+00:00,,"Iğdır,Turkey"
1784,"Now the scam be say Na Vitamin C, They cure the coro... U see am See proof ooo https://m.scooper.news/detail?newsId=9143458&amp;utm_source=com.transsion.hilauncher",2020-03-31 23:52:08+00:00,,"Iğdır,Turkey"
1785,Memang berjemur bisa meningkatkan asupan vitamin D. Tapi apakah ada risetnya orang dengan imunitas/daya tahan tubuh yang kuat tidak mudah &amp; tidak bisa tertular virus COVID-19 ? Kok tidak sekalian menghimbau masyarakatnya menahan nafas selama 1 jam agar tidak tertular COVID-19 ?,2020-03-31 23:52:01+00:00,,"Iğdır,Turkey"
1786,My skin is so bad. Normally use Vitamin E range at Body Shop but doesn’t seem to help my skin with breakouts...recommendations?,2020-03-31 23:52:01+00:00,,"Iğdır,Turkey"
1787,Been taking 3 vitamin c tabs a day to keep the cold away ,2020-03-31 23:51:54+00:00,,"Iğdır,Turkey"
1788,"Hi. I'm on Day 14. I had all the symptoms you have. Take Mucinex if you have it. It will help you cough that stuff out. Steamy showers often, inhale steam. Sip warm water, it dissolves the mucus. Gargle warm salt water for sore throat. Vitamin C. Vicks vapor rub. Take care!",2020-03-31 23:51:54+00:00,,"Iğdır,Turkey"
1789,Shocker ,2020-03-31 23:51:39+00:00,,"Iğdır,Turkey"
1790,"Trying to place an order for my vitamins with #thevitaminshoppe Forty five minutes later, giving up. I don’t need this stress ",2020-03-31 23:51:38+00:00,#thevitaminshoppe,"Iğdır,Turkey"
1791,"@ttocs35 It’s gotta be vitamin B12 Yeah, that’s the ticket. President Trump is the energizer POTUS45 &amp; MAGABOT is the Uniter of Patriots! Fld&amp;Rtd Much Thanks!",2020-03-31 23:51:21+00:00,,"Iğdır,Turkey"
1792,Did you know? #scoliosis Vitamin D levels are lower in children with scoliosis! In Canada follow Heath Canada recommendation. Contact us for more information : scoliosisphysiotherapy@gmail.com https://youtu.be/VIeVOogRhx8,2020-03-31 23:51:19+00:00,#scoliosis,"Iğdır,Turkey"
1793,"Shoutout to @Starbucks and @RubiosTweets for helping me get out of my apartment for cold brew and burritos, as well as a little vitamin D.",2020-03-31 23:51:17+00:00,,"Iğdır,Turkey"
1794,Low key thought the second one was legit ,2020-03-31 23:50:53+00:00,,"Iğdır,Turkey"
1795,이런게 있었네요,2020-03-31 23:50:53+00:00,,"Iğdır,Turkey"
1796,Well stocked on Vitamin Y. ,2020-03-31 23:50:33+00:00,,"Iğdır,Turkey"
1797,"work gave us ""gift bags"" with medium sanitizer bottles, tissues, emergenC, and vitamin c cough drops and like I understand it's like a ""keep employees healthy enough to work"" initiative but like. I appreciate the effort since a lot of other workplaces arent being nearly as kind",2020-03-31 23:50:12+00:00,,"Iğdır,Turkey"
1798,i take a multi vitamin everyday barbara,2020-03-31 23:50:11+00:00,,"Iğdır,Turkey"
1799,excited to see how this turns out. my brain just *refuses* to believe that vitamins are actually good for you...,2020-03-31 23:49:47+00:00,,"Iğdır,Turkey"
1800,lmaooo he says thanks!,2020-03-31 23:49:34+00:00,,"Iğdır,Turkey"
1801,Honestly I think it’s bc I’m not working but despite the circumstances I’m looking at it as a blessing in disguise rather than the end of the world. Try to stay positive and OD on the vitamin C and please be safe Jonica ,2020-03-31 23:49:25+00:00,,"Iğdır,Turkey"
1802,Perhaps learning from eachother a much better idea than tweet arguments. The fact is your claims to support a link between nicotine vaping & lung illness is lacking. Just because it was false & unfairly blamed doesn't make it true. Science point's to THC: vitamin e &amp; pesticides.,2020-03-31 23:49:23+00:00,,"Iğdır,Turkey"
1803,Well. If its possible since peppermint is good for lungs; get peppermint tea or candy cane. I am not a Dr. Or am I sick. Aspirin is my choice for aches pains fever headaches. Tylenol is an iffy to me. Hot bath for fever. And vitamin zinc . get well.,2020-03-31 23:49:21+00:00,,"Iğdır,Turkey"
1804,"Upon diagnosis #COVID19, Don’t wait for gross expression on an X-ray Immediately w/fever spike 100°F! Keep Vitamins D3 5000iu per day C 1000mg 2x day Simultaneously start Tamiflu 30mg 2x/day Doxycycline 100mg 2x/Day Admited Ceftriaxone 1g 2x/D or NONAdmitted Keflex 500mg 2/D",2020-03-31 23:49:12+00:00,#COVID19,"Iğdır,Turkey"
1805,"@DeborahBirx @JeromeAdamsMD @DrRichardCheng1 @VP What is the truth behind High Dosage Vitamin C used during Outbreak in Shanghai, China? Dr. Cheng, Medical Director of Shanghai Medical Center claims this treatment was highly effective, viz: https://youtu.be/NBbbncTR-3k",2020-03-31 23:48:47+00:00,,"Iğdır,Turkey"
1806,"@biannagolodryga Speaking of Selenium heavy metal atomic #34, and building an immune system, is there good evidence showing Se can be helpful in correct dosage? Blueberries &amp; bananas appear to work well on cereal at breakfast. All vitamins B complex are urged.",2020-03-31 23:48:32+00:00,,"Iğdır,Turkey"
1807,"Upon diagnosis #COVID19, Don’t wait for gross expression on an X-ray Immediately w/fever spike 100°F! Keep Vitamins #D3 5000iu per day C 1000mg 2x day Simultaneously start Tamiflu 30mg 2x/day Doxycycline 100mg 2x/Day Admited Ceftriaxone 1g 2x/D or NONAdmitted Keflex 500mg 2/D",2020-03-31 23:48:20+00:00,#COVID19 #D3,"Iğdır,Turkey"
1809,"Untuk step pasien odp dan ditingkat diatsnya umum digunakan praktisi kesehatan dunia ,diawali dengn mengkover vitamin c dahulu....hidrokloro,digunakan tatkala sudah demam baru masuk ditahap penggunaan",2020-03-31 23:48:20+00:00,,"Iğdır,Turkey"
1810,"UIN Syarif Hidayatullah sediakan makanan, buah, dan vitamin bagi mahasiswanya yang berasal dari luar kota dan saat ini masih tinggal di sekitar Ciputat, Tangsel. UIN Syahid Sediakan Makanan, Buah dan Vitamin bagi Mahasiswa Rantau Terdampak Covid-19 https://kemenag.go.id/berita/read/513102/uin-syahid-sediakan-makanan--buah-dan-vitamin-bagi-mahasiswa-rantau-terdampak-covid-19",2020-03-31 23:48:14+00:00,,"Iğdır,Turkey"
1811,New York hospitals treating coronavirus patients with vitamin C ,2020-03-31 23:48:09+00:00,,"Iğdır,Turkey"
1812,My quatantine so far: Makan cukup Asupan vitamin Tidur cukup ,2020-03-31 23:47:54+00:00,,"Iğdır,Turkey"
1813,you'll get it when cis people are murdered for just being cis. until then shut up and eat sand,2020-03-31 23:47:53+00:00,,"Iğdır,Turkey"
1814,♪。.:＊・゜ 見せつけるように 囁くように 私を照らすの あなたは私のVitamin とってもキラキラしてるの ♡Crystal/A Pink♡,2020-03-31 23:47:53+00:00,,"Iğdır,Turkey"
1815,"15. Plug: If you feel sick get you some soup, vitamin C, so ginger hibiscus tea Leon: The hell is hibiscus? a cousin to the Bojangles biscuit? If so I fuckssss with it. Plug: Look call me 8am not 8:01 not 8:05. If you don't have jello and you call me ima kill you and larry.",2020-03-31 23:47:50+00:00,,"Iğdır,Turkey"
1816,"Oh no! If shopping online is an option, you can find our products on our website (U.S.), Amazon, Thrive Market, Vitacost, and Lucky Vitamin. We hope this helps!",2020-03-31 23:47:41+00:00,,"Iğdır,Turkey"
1817,Vitamin D and immunity https://youtu.be/W5yVGmfivAk via @YouTube,2020-03-31 23:47:34+00:00,,"Iğdır,Turkey"
1818,"Pt 2 , because rn your skin is derived from vitamin D because foundation more than often contains SPF and plus it helps clear up acne scars and really shows a lot of improvement on your skin !!! Trust me !! Sun and water sis .",2020-03-31 23:47:21+00:00,,"Iğdır,Turkey"
1819,Yea..the vitamin c is for cognac ,2020-03-31 23:47:21+00:00,,"Iğdır,Turkey"
1820,"back to normal....semua nya jalanan rame transjakarta rame juga....ujung2 semua butuh makan dan hidup...jaga kesehatan minum vitamin, jaga jarak, jaga kebersihan...please be safe....",2020-03-31 23:47:20+00:00,,"Iğdır,Turkey"
1821,COVID 19 (C) Cuci tangan/wudhu (O) Olahraga (V) Vitamin (I) Ikhtiar (D) Do’a (19) 2 Subuh + 4 Dzuhur + 4 Ashar + 3 Maghrib + 4 Isya + 2 Tahajud,2020-03-31 23:47:08+00:00,,"Iğdır,Turkey"
1822,"And vitamins. The do something, right?",2020-03-31 23:47:08+00:00,,"Iğdır,Turkey"
1823,"Cool thanks for the advice. Oh I have a medical question for you in regards to the conditions that I have that we spoke about and vitamin deficiencies. Let me know if you don’t mind. I’m not sure if you’ll know about it, figured it’ll be worth a shot to ask though. ",2020-03-31 23:47:02+00:00,,"Iğdır,Turkey"
1824,"Ya hiç doğmamış olsaydım, ve. O protakaldaki vitamin olarak kalsaydım",2020-03-05 14:09:21+00:00,,"Isparta,Turkey"
1825,Did You see it? http://www.reddeergames.com Let the fun begin! #Xbox #NintendoSwitch #Playstation,2020-08-12 21:24:19+00:00,#Xbox #NintendoSwitch #Playstation,"Isparta,Turkey"
1826,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez",2019-11-12 13:23:00+00:00,,"Isparta,Turkey"
1827,En doğal içeceklerde bugün İXİR #waffle #waffleart #ixir #doğal #meyvesuyu #vitamin #bar #isparta #sdü #iyas #avm @Iyaşpark AVM https://www.instagram.com/p/B3jtEedJqjm/?igshid=1m9drsjo4i6fb,2019-10-13 12:10:14+00:00,#waffle #waffleart #ixir #do #meyvesuyu #vitamin #bar #isparta #sd #iyas #avm,"Isparta,Turkey"
1828,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez",2019-06-26 13:27:39+00:00,,"Isparta,Turkey"
1829,Grup vitamin şarkısıdır. ,2019-05-29 14:19:34+00:00,,"Isparta,Turkey"
1830,Soğuk kış geldi çattı. Bağışıklık sisteminizi güçlendirerek grip nezle gibi kış hastalıklarından korunmak istiyorsanız bay ve bayanlara özel vitamin mineral tabletlerimiz tam ihtiyacınıza… https://www.instagram.com/p/BoorWqwlJXm/?utm_source=ig_twitter_share&amp;igshid=1vh1po81irmfx,2018-10-07 14:40:35+00:00,,"Isparta,Turkey"
1831,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez https://www.swarmapp.com/c/gwuXEZJCoDd",2018-07-24 17:39:13+00:00,,"Isparta,Turkey"
1832,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez w/ @hseyinzmc07 https://www.swarmapp.com/c/0oThXBlR906",2018-03-03 13:45:31+00:00,,"Isparta,Turkey"
1833,#waffleart #vitamin #bar #tabaktawaffle #waffle #iyaş #avm #isparta #sdü #tatlı #ozel #hamur… https://www.instagram.com/p/BfV_BR3FbOZ/,2018-02-18 17:11:35+00:00,#waffleart #vitamin #bar #tabaktawaffle #waffle #iya #avm #isparta #sd #tatl #ozel #hamur,"Isparta,Turkey"
1834,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez https://www.swarmapp.com/c/dwjuxeZ20QH",2017-11-19 16:17:52+00:00,,"Isparta,Turkey"
1835,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez https://www.swarmapp.com/c/kLevPN6vTOL",2017-11-18 10:41:58+00:00,,"Isparta,Turkey"
1836,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez w/ @97_akcan https://www.swarmapp.com/c/c417XzqMjRO",2017-10-29 11:29:14+00:00,,"Isparta,Turkey"
1837,Haydarsssssss (@Vitamin Kokoreç in Burdur) https://www.swarmapp.com/c/jiSZiP9XAVh,2017-10-14 22:52:13+00:00,,"Isparta,Turkey"
1838,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez w/ @melihyalcn https://www.swarmapp.com/c/1bbf60ekh8H",2017-10-03 14:08:28+00:00,,"Isparta,Turkey"
1839,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez w/ @97_akcan https://www.swarmapp.com/c/5hUcgssNLoD",2017-09-02 11:09:40+00:00,,"Isparta,Turkey"
1840,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez w/ @97_akcan https://www.swarmapp.com/c/4Snm6LXOEcL",2017-09-01 13:59:09+00:00,,"Isparta,Turkey"
1841,Kahvaltı şekli (@Vitamin C in Isparta) https://www.swarmapp.com/c/2e0TBlXFMTM,2017-08-11 09:20:40+00:00,,"Isparta,Turkey"
1842,"I'm at Waffle Art - Vitamin Bar - @ispartawaffle in Isparta, Merkez w/ @97_akcan https://www.swarmapp.com/c/hkCTD4VnX18",2017-06-27 19:28:54+00:00,,"Isparta,Turkey"
